"id","year","age","class","degree","sex","marital","race","region","partyid","happy","relig","cappun","finalter","natspac","natarms","conclerg","confed","conpress","conjudge","consci","conlegis","zodiac","oversamp","postlife"
1289,1982,"23","WORKING CLASS","HIGH SCHOOL","MALE","NEVER MARRIED","WHITE","E. NOR. CENTRAL","NOT STR REPUBLICAN","HAPPY","CATHOLIC","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","LEO",1.235,NA
415,1982,"64","MIDDLE CLASS","LT HIGH SCHOOL","MALE","WIDOWED","WHITE","MOUNTAIN","IND,NEAR DEM","HAPPY","NONE","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","1","ONLY SOME","AQUARIUS",1.235,NA
1028,1982,"28","WORKING CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","SOUTH ATLANTIC","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","TOO LITTLE","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","1","ONLY SOME","SAGITTARIUS",1.235,NA
520,1982,"52","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","MIDDLE ATLANTIC","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL","1","A GREAT DEAL","ARIES",1.235,NA
315,1982,"68","MIDDLE CLASS","LT HIGH SCHOOL","FEMALE","MARRIED","WHITE","SOUTH ATLANTIC","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","A GREAT DEAL","ONLY SOME","HARDLY ANY","HARDLY ANY","1","HARDLY ANY","CANCER",1.235,NA
1117,1982,"62","MIDDLE CLASS","LT HIGH SCHOOL","MALE","NEVER MARRIED","BLACK","W. SOU. CENTRAL","STRONG DEMOCRAT","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","1","ONLY SOME","LIBRA",0.3778,NA
589,1982,"32","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","SOUTH ATLANTIC","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","SAGITTARIUS",1.235,NA
1331,1982,"23","WORKING CLASS","LT HIGH SCHOOL","MALE","MARRIED","WHITE","SOUTH ATLANTIC","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","1","HARDLY ANY","LEO",1.235,NA
3217,1982,"63","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","BLACK","E. NOR. CENTRAL","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","1","ONLY SOME","SAGITTARIUS",0.3778,NA
331,1982,"49","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","SOUTH ATLANTIC","STRONG DEMOCRAT","HAPPY","PROTESTANT","FAVOR","BETTER","TOO LITTLE","TOO LITTLE","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","1","ONLY SOME","CANCER",1.235,NA
986,1982,"65","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","W. NOR. CENTRAL","NOT STR DEMOCRAT","HAPPY","CATHOLIC","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","SCORPIO",1.235,NA
347,1982,"58","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","E. SOU. CENTRAL","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","1","ONLY SOME","ARIES",1.235,NA
773,1982,"22","WORKING CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","MIDDLE ATLANTIC","NOT STR DEMOCRAT","HAPPY","CATHOLIC","FAVOR","WORSE","ABOUT RIGHT","TOO MUCH","A GREAT DEAL","HARDLY ANY","HARDLY ANY","HARDLY ANY","1","HARDLY ANY","VIRGO",1.235,NA
565,1982,"29","MIDDLE CLASS","LT HIGH SCHOOL","FEMALE","MARRIED","WHITE","SOUTH ATLANTIC","INDEPENDENT","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","TOO LITTLE","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","SCORPIO",1.235,NA
752,1982,"54","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","NEW ENGLAND","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","TOO LITTLE","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","1","ONLY SOME","SAGITTARIUS",1.235,NA
2104,1982,"46","WORKING CLASS","LT HIGH SCHOOL","MALE","SEPARATED","BLACK","E. SOU. CENTRAL","NOT STR DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","BETTER","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","2","ONLY SOME","GEMINI",0.3778,NA
427,1982,"54","MIDDLE CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","MOUNTAIN","IND,NEAR DEM","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL","1","A GREAT DEAL","LIBRA",1.235,NA
90,1982,"32","WORKING CLASS","GRADUATE","FEMALE","NEVER MARRIED","BLACK","MIDDLE ATLANTIC","NOT STR DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","WORSE","TOO MUCH","TOO MUCH","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY","2","HARDLY ANY","VIRGO",0.3778,NA
790,1982,"56","WORKING CLASS","LT HIGH SCHOOL","MALE","MARRIED","BLACK","MIDDLE ATLANTIC","STRONG DEMOCRAT","HAPPY","PROTESTANT","FAVOR","WORSE","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","VIRGO",0.3778,NA
3202,1982,"37","MIDDLE CLASS","BACHELOR","FEMALE","NEVER MARRIED","BLACK","E. NOR. CENTRAL","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","WORSE","TOO MUCH","ABOUT RIGHT","A GREAT DEAL","HARDLY ANY","ONLY SOME","A GREAT DEAL","1","HARDLY ANY","CAPRICORN",0.3778,NA
334,1982,"26","WORKING CLASS","HIGH SCHOOL","FEMALE","DIVORCED","WHITE","SOUTH ATLANTIC","STRONG DEMOCRAT","UNHAPPY","PROTESTANT","FAVOR","WORSE","ABOUT RIGHT","TOO LITTLE","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","1","ONLY SOME","CANCER",1.235,NA
744,1982,"24","WORKING CLASS","BACHELOR","FEMALE","NEVER MARRIED","WHITE","NEW ENGLAND","NOT STR DEMOCRAT","HAPPY","CATHOLIC","FAVOR","WORSE","ABOUT RIGHT","TOO LITTLE","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","CAPRICORN",1.235,NA
958,1982,"52","WORKING CLASS","GRADUATE","MALE","MARRIED","WHITE","E. NOR. CENTRAL","NOT STR DEMOCRAT","UNHAPPY","CATHOLIC","FAVOR","WORSE","TOO LITTLE","ABOUT RIGHT","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","1","A GREAT DEAL","GEMINI",1.235,NA
3058,1982,"56","WORKING CLASS","LT HIGH SCHOOL","FEMALE","MARRIED","BLACK","MIDDLE ATLANTIC","STRONG DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","WORSE","TOO MUCH","TOO MUCH","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME","2","ONLY SOME","TAURUS",0.3778,NA
3109,1982,"79","MIDDLE CLASS","LT HIGH SCHOOL","FEMALE","WIDOWED","BLACK","SOUTH ATLANTIC","STRONG DEMOCRAT","HAPPY","PROTESTANT","FAVOR","BETTER","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","CANCER",0.3778,NA
1243,1982,"30","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","PACIFIC","NOT STR DEMOCRAT","UNHAPPY","PROTESTANT","FAVOR","WORSE","TOO LITTLE","ABOUT RIGHT","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","1","HARDLY ANY","CANCER",1.235,NA
380,1982,"24","WORKING CLASS","LT HIGH SCHOOL","FEMALE","MARRIED","WHITE","W. SOU. CENTRAL","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","WORSE","ABOUT RIGHT","TOO LITTLE","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL","1","ONLY SOME","TAURUS",1.235,NA
834,1982,"55","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","MIDDLE ATLANTIC","STRONG DEMOCRAT","HAPPY","CATHOLIC","FAVOR","WORSE","ABOUT RIGHT","TOO MUCH","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME","1","ONLY SOME","VIRGO",1.235,NA
3225,1982,"71","WORKING CLASS","LT HIGH SCHOOL","FEMALE","WIDOWED","BLACK","E. NOR. CENTRAL","STRONG DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","WORSE","TOO MUCH","TOO MUCH","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","2","ONLY SOME","VIRGO",0.3778,NA
242,1982,"19","MIDDLE CLASS","LT HIGH SCHOOL","FEMALE","NEVER MARRIED","WHITE","E. NOR. CENTRAL","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","1","A GREAT DEAL","SAGITTARIUS",1.235,NA
238,1982,"40","MIDDLE CLASS","GRADUATE","MALE","NEVER MARRIED","WHITE","E. NOR. CENTRAL","IND,NEAR DEM","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","CANCER",1.235,NA
1054,1982,"20","WORKING CLASS","LT HIGH SCHOOL","MALE","NEVER MARRIED","WHITE","SOUTH ATLANTIC","IND,NEAR DEM","UNHAPPY","NONE","FAVOR","WORSE","TOO LITTLE","TOO LITTLE","A GREAT DEAL","ONLY SOME","HARDLY ANY","A GREAT DEAL","1","ONLY SOME","LIBRA",1.235,NA
519,1982,"41","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","MIDDLE ATLANTIC","IND,NEAR DEM","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","TOO LITTLE","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL","1","ONLY SOME","SCORPIO",1.235,NA
465,1982,"25","WORKING CLASS","LT HIGH SCHOOL","MALE","NEVER MARRIED","WHITE","PACIFIC","NOT STR REPUBLICAN","UNHAPPY","PROTESTANT","FAVOR","WORSE","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","1","ONLY SOME","AQUARIUS",1.235,NA
1015,1982,"26","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","SOUTH ATLANTIC","INDEPENDENT","HAPPY","CATHOLIC","FAVOR","BETTER","TOO LITTLE","TOO MUCH","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","SCORPIO",1.235,NA
1341,1982,"19","MIDDLE CLASS","LT HIGH SCHOOL","MALE","NEVER MARRIED","WHITE","SOUTH ATLANTIC","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","WORSE","ABOUT RIGHT","ABOUT RIGHT","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL","1","HARDLY ANY","VIRGO",1.235,NA
536,1982,"31","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","E. NOR. CENTRAL","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","TOO LITTLE","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME","1","ONLY SOME","LEO",1.235,NA
268,1982,"72","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","W. NOR. CENTRAL","IND,NEAR DEM","HAPPY","JEWISH","FAVOR","WORSE","ABOUT RIGHT","TOO LITTLE","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","1","ONLY SOME","LIBRA",1.235,NA
99,1982,"37","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","MIDDLE ATLANTIC","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","WORSE","TOO LITTLE","TOO MUCH","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","AQUARIUS",1.235,NA
3236,1982,"22","WORKING CLASS","HIGH SCHOOL","FEMALE","NEVER MARRIED","BLACK","PACIFIC","IND,NEAR DEM","HAPPY","PROTESTANT","OPPOSE","WORSE","TOO MUCH","TOO MUCH","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","2","ONLY SOME","ARIES",0.3778,NA
1138,1982,"37","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","W. SOU. CENTRAL","NOT STR REPUBLICAN","UNHAPPY","PROTESTANT","FAVOR","WORSE","ABOUT RIGHT","ABOUT RIGHT","A GREAT DEAL","ONLY SOME","HARDLY ANY","HARDLY ANY","1","HARDLY ANY","CANCER",1.235,NA
485,1982,"35","WORKING CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","PACIFIC","NOT STR REPUBLICAN","UNHAPPY","CATHOLIC","FAVOR","WORSE","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","AQUARIUS",1.235,NA
3012,1982,"25","LOWER CLASS","LT HIGH SCHOOL","FEMALE","MARRIED","BLACK","E. SOU. CENTRAL","NOT STR REPUBLICAN","HAPPY","PROTESTANT","OPPOSE","STAYED SAME","ABOUT RIGHT","TOO MUCH","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL","2","A GREAT DEAL","GEMINI",0.3778,NA
548,1982,"61","MIDDLE CLASS","LT HIGH SCHOOL","FEMALE","WIDOWED","WHITE","E. NOR. CENTRAL","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","WORSE","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","1","ONLY SOME","ARIES",1.235,NA
227,1982,"50","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","E. NOR. CENTRAL","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","HARDLY ANY","GEMINI",1.235,NA
2020,1982,"31","MIDDLE CLASS","BACHELOR","FEMALE","NEVER MARRIED","BLACK","W. NOR. CENTRAL","INDEPENDENT","HAPPY","PROTESTANT","OPPOSE","BETTER","TOO MUCH","TOO MUCH","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL","2","ONLY SOME","LEO",0.3778,NA
108,1982,"61","WORKING CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","MIDDLE ATLANTIC","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","TOO MUCH","TOO LITTLE","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","1","ONLY SOME","ARIES",1.235,NA
609,1982,"44","WORKING CLASS","LT HIGH SCHOOL","MALE","MARRIED","WHITE","SOUTH ATLANTIC","INDEPENDENT","HAPPY","PROTESTANT","FAVOR","WORSE","TOO MUCH","TOO MUCH","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY","1","ONLY SOME","LEO",1.235,NA
1340,1982,"28","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","SOUTH ATLANTIC","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","STAYED SAME","ABOUT RIGHT","TOO LITTLE","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","CANCER",1.235,NA
282,1982,"48","MIDDLE CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","W. NOR. CENTRAL","INDEPENDENT","HAPPY","CATHOLIC","FAVOR","WORSE","TOO MUCH","TOO LITTLE","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","1","ONLY SOME","TAURUS",1.235,NA
1481,1982,"30","WORKING CLASS","LT HIGH SCHOOL","FEMALE","SEPARATED","WHITE","SOUTH ATLANTIC","IND,NEAR REP","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME","1","ONLY SOME","GEMINI",1.235,NA
704,1982,"28","WORKING CLASS","LT HIGH SCHOOL","MALE","MARRIED","WHITE","W. SOU. CENTRAL","STRONG DEMOCRAT","HAPPY","CATHOLIC","FAVOR","STAYED SAME","TOO MUCH","TOO MUCH","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","1","A GREAT DEAL","TAURUS",1.235,NA
3022,1982,"68","LOWER CLASS","LT HIGH SCHOOL","MALE","MARRIED","BLACK","E. SOU. CENTRAL","STRONG DEMOCRAT","HAPPY","PROTESTANT","OPPOSE","STAYED SAME","TOO LITTLE","ABOUT RIGHT","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","2","A GREAT DEAL","LEO",0.3778,NA
210,1982,"44","UPPER CLASS","GRADUATE","FEMALE","NEVER MARRIED","WHITE","E. NOR. CENTRAL","IND,NEAR DEM","HAPPY","PROTESTANT","OPPOSE","WORSE","ABOUT RIGHT","TOO MUCH","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","2","ONLY SOME","SAGITTARIUS",1.235,NA
511,1982,"42","WORKING CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","MIDDLE ATLANTIC","IND,NEAR REP","HAPPY","CATHOLIC","FAVOR","STAYED SAME","ABOUT RIGHT","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","VIRGO",1.235,NA
932,1982,"45","WORKING CLASS","HIGH SCHOOL","FEMALE","DIVORCED","WHITE","E. NOR. CENTRAL","STRONG REPUBLICAN","HAPPY","CATHOLIC","OPPOSE","WORSE","TOO MUCH","TOO LITTLE","A GREAT DEAL","A GREAT DEAL","ONLY SOME","HARDLY ANY","2","HARDLY ANY","CAPRICORN",1.235,NA
194,1982,"35","WORKING CLASS","GRADUATE","FEMALE","MARRIED","BLACK","E. NOR. CENTRAL","STRONG DEMOCRAT","HAPPY","PROTESTANT","FAVOR","BETTER","TOO MUCH","TOO MUCH","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","1","ONLY SOME","LIBRA",0.3778,NA
91,1982,"56","WORKING CLASS","LT HIGH SCHOOL","MALE","MARRIED","WHITE","MIDDLE ATLANTIC","IND,NEAR DEM","HAPPY","PROTESTANT","FAVOR","WORSE","TOO LITTLE","TOO LITTLE","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","1","ONLY SOME","CAPRICORN",1.235,NA
553,1982,"53","MIDDLE CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","E. NOR. CENTRAL","NOT STR REPUBLICAN","HAPPY","PROTESTANT","FAVOR","STAYED SAME","TOO MUCH","TOO LITTLE","A GREAT DEAL","ONLY SOME","HARDLY ANY","A GREAT DEAL","1","ONLY SOME","AQUARIUS",1.235,NA
765,1982,"66","MIDDLE CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","MIDDLE ATLANTIC","OTHER PARTY","HAPPY","CATHOLIC","FAVOR","BETTER","ABOUT RIGHT","TOO LITTLE","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","ONLY SOME","1","ONLY SOME","SCORPIO",1.235,NA
442,1982,"42","WORKING CLASS","LT HIGH SCHOOL","MALE","MARRIED","WHITE","PACIFIC","NOT STR DEMOCRAT","HAPPY","PROTESTANT","FAVOR","WORSE","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","LIBRA",1.235,NA
65,1982,"25","MIDDLE CLASS","LT HIGH SCHOOL","MALE","NEVER MARRIED","WHITE","MIDDLE ATLANTIC","IND,NEAR DEM","HAPPY","CATHOLIC","FAVOR","STAYED SAME","TOO MUCH","ABOUT RIGHT","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","1","ONLY SOME","LIBRA",1.235,NA
1401,1982,"65","UPPER CLASS","HIGH SCHOOL","MALE","MARRIED","WHITE","PACIFIC","STRONG REPUBLICAN","HAPPY","PROTESTANT","FAVOR","BETTER","ABOUT RIGHT","ABOUT RIGHT","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","1","HARDLY ANY","TAURUS",1.235,NA
3087,1982,"26","WORKING CLASS","HIGH SCHOOL","FEMALE","SEPARATED","BLACK","W. SOU. CENTRAL","NOT STR REPUBLICAN","HAPPY","CATHOLIC","OPPOSE","STAYED SAME","TOO MUCH","TOO MUCH","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL","2","A GREAT DEAL","LEO",0.3778,NA
482,1982,"25","WORKING CLASS","HIGH SCHOOL","FEMALE","MARRIED","WHITE","PACIFIC","IND,NEAR DEM","HAPPY","NONE","FAVOR","WORSE","TOO MUCH","TOO MUCH","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","1","ONLY SOME","SAGITTARIUS",1.235,NA
